"School Year","School ID","School Name","Sub Group Category","Sub Group","Number of Students","Average Attendance Rate","Chronic Absence Rate"
"2023-2024",469,"Pioneer","Economically Disadvantaged","Econ. Disadv.","47","0.811721159777915","0.659574468085106"
"2023-2024",469,"Pioneer","Economically Disadvantaged","Not Econ. Disadv.","18","0.847571189279732","0.388888888888889"
"2023-2024",469,"Pioneer","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Foster Care Status","Not In Foster Care","65","0.821370604147881","0.584615384615385"
"2023-2024",469,"Pioneer","Gender","Female","28","0.812285310163669","0.642857142857143"
"2023-2024",469,"Pioneer","Gender","Male","37","0.828692395375346","0.540540540540541"
"2023-2024",469,"Pioneer","Grade","Grade 01","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 02","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 03","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 04","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 05","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 07","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 08","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 10","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 11","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Grade","Grade 12","23","0.861045442605726","0.565217391304348"
"2023-2024",469,"Pioneer","Grade","Grade K","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Has 504 Plan","No","65","0.821370604147881","0.584615384615385"
"2023-2024",469,"Pioneer","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","IEP Status","IEP","65","0.821370604147881","0.584615384615385"
"2023-2024",469,"Pioneer","Race","African American","25","0.769265333632892","0.72"
"2023-2024",469,"Pioneer","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",469,"Pioneer","Race","White","26","0.859964093357271","0.538461538461538"
"2023-2024",469,"Pioneer",,"Total","65","0.821370604147881","0.584615384615385"
"2023-2024",172,"Roosevelt PreK-5","Economically Disadvantaged","Econ. Disadv.","216","0.88035797034291","0.509259259259259"
"2023-2024",172,"Roosevelt PreK-5","Economically Disadvantaged","Not Econ. Disadv.","19","0.901007446342532","0.368421052631579"
"2023-2024",172,"Roosevelt PreK-5","ELL Status","ELL","14","0.905464006938422","0.571428571428571"
"2023-2024",172,"Roosevelt PreK-5","ELL Status","Not in ELL","221","0.880868248359414","0.493212669683258"
"2023-2024",172,"Roosevelt PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","Gender","Female","122","0.886194616109773","0.459016393442623"
"2023-2024",172,"Roosevelt PreK-5","Gender","Male","113","0.876728565784275","0.539823008849557"
"2023-2024",172,"Roosevelt PreK-5","Grade","Grade 01","41","0.871222475322703","0.536585365853659"
"2023-2024",172,"Roosevelt PreK-5","Grade","Grade 02","44","0.872436670687575","0.545454545454545"
"2023-2024",172,"Roosevelt PreK-5","Grade","Grade 03","25","0.900333016175071","0.48"
"2023-2024",172,"Roosevelt PreK-5","Grade","Grade 04","35","0.899327569644572","0.428571428571429"
"2023-2024",172,"Roosevelt PreK-5","Grade","Grade 05","41","0.887693962206176","0.463414634146341"
"2023-2024",172,"Roosevelt PreK-5","Grade","Grade K","49","0.871156852527358","0.510204081632653"
"2023-2024",172,"Roosevelt PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",172,"Roosevelt PreK-5","IEP Status","Not IEP or Gifted","167","0.883614088820827","0.479041916167665"
"2023-2024",172,"Roosevelt PreK-5","Race","African American","94","0.871100278551532","0.553191489361702"
"2023-2024",172,"Roosevelt PreK-5","Race","Asian (not Pacific Islander)","11","0.94","0.363636363636364"
"2023-2024",172,"Roosevelt PreK-5","Race","Hispanic","14","0.879699248120301","0.642857142857143"
"2023-2024",172,"Roosevelt PreK-5","Race","Multi-Racial","46","0.881299136486661","0.391304347826087"
"2023-2024",172,"Roosevelt PreK-5","Race","White","70","0.888326977284033","0.485714285714286"
"2023-2024",172,"Roosevelt PreK-5",,"Total","235","0.881638640623727","0.497872340425532"
"2023-2024",275,"Schiller 6-8","Economically Disadvantaged","Econ. Disadv.","199","0.937602971572357","0.170854271356784"
"2023-2024",275,"Schiller 6-8","Economically Disadvantaged","Not Econ. Disadv.","75","0.962937490447807","0.0266666666666667"
"2023-2024",275,"Schiller 6-8","ELL Status","ELL","19","0.961411609498681","0"
"2023-2024",275,"Schiller 6-8","ELL Status","Not in ELL","255","0.943573451205194","0.141176470588235"
"2023-2024",275,"Schiller 6-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",275,"Schiller 6-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",275,"Schiller 6-8","Gender","Female","125","0.939786401198473","0.144"
"2023-2024",275,"Schiller 6-8","Gender","Male","149","0.948711980136561","0.120805369127517"
"2023-2024",275,"Schiller 6-8","Grade","Grade 06","103","0.9489652851775","0.106796116504854"
"2023-2024",275,"Schiller 6-8","Grade","Grade 07","92","0.941290950373013","0.16304347826087"
"2023-2024",275,"Schiller 6-8","Grade","Grade 08","79","0.943053769946306","0.126582278481013"
"2023-2024",275,"Schiller 6-8","Has 504 Plan","No","248","0.944110019272407","0.137096774193548"
"2023-2024",275,"Schiller 6-8","Has 504 Plan","Yes","26","0.950675675675676","0.0769230769230769"
"2023-2024",275,"Schiller 6-8","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",275,"Schiller 6-8","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",275,"Schiller 6-8","IEP Status","Gifted","18","0.959921798631476","0"
"2023-2024",275,"Schiller 6-8","IEP Status","IEP","49","0.936048677511486","0.224489795918367"
"2023-2024",275,"Schiller 6-8","IEP Status","Not IEP or Gifted","207","0.945398477947209","0.120772946859903"
"2023-2024",275,"Schiller 6-8","Race","African American","116","0.936151855047455","0.172413793103448"
"2023-2024",275,"Schiller 6-8","Race","American Indian","n<11","n<11","n<11"
"2023-2024",275,"Schiller 6-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",275,"Schiller 6-8","Race","Hispanic","29","0.96803835397523","0"
"2023-2024",275,"Schiller 6-8","Race","Multi-Racial","30","0.943570057581574","0.166666666666667"
"2023-2024",275,"Schiller 6-8","Race","White","89","0.947797283868831","0.123595505617978"
"2023-2024",275,"Schiller 6-8",,"Total","274","0.944737351782909","0.131386861313869"
"2023-2024",306,"Science And Technology Academy","Economically Disadvantaged","Econ. Disadv.","321","0.926407311262046","0.221183800623053"
"2023-2024",306,"Science And Technology Academy","Economically Disadvantaged","Not Econ. Disadv.","293","0.947884426844038","0.0853242320819113"
"2023-2024",306,"Science And Technology Academy","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","Gender","Female","221","0.930953865336658","0.203619909502262"
"2023-2024",306,"Science And Technology Academy","Gender","Male","393","0.939912563606393","0.129770992366412"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 06","54","0.943820224719101","0.12962962962963"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 07","54","0.941151655768825","0.111111111111111"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 08","80","0.95642807505212","0.0625"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 09","122","0.930797799821353","0.19672131147541"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 10","110","0.9391758981261","0.190909090909091"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 11","104","0.941005333764345","0.125"
"2023-2024",306,"Science And Technology Academy","Grade","Grade 12","90","0.911682361924154","0.222222222222222"
"2023-2024",306,"Science And Technology Academy","Has 504 Plan","No","557","0.936153712717217","0.163375224416517"
"2023-2024",306,"Science And Technology Academy","Has 504 Plan","Yes","57","0.942202729044834","0.087719298245614"
"2023-2024",306,"Science And Technology Academy","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","IEP Status","Gifted","180","0.949714035690846","0.0833333333333333"
"2023-2024",306,"Science And Technology Academy","IEP Status","IEP","62","0.904508797653959","0.306451612903226"
"2023-2024",306,"Science And Technology Academy","IEP Status","Not IEP or Gifted","372","0.93574794956543","0.166666666666667"
"2023-2024",306,"Science And Technology Academy","Race","African American","240","0.930343916591971","0.229166666666667"
"2023-2024",306,"Science And Technology Academy","Race","Asian (not Pacific Islander)","24","0.96304347826087","0.0833333333333333"
"2023-2024",306,"Science And Technology Academy","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","Race","Multi-Racial","45","0.938746981827424","0.2"
"2023-2024",306,"Science And Technology Academy","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",306,"Science And Technology Academy","Race","White","283","0.9406667733931","0.088339222614841"
"2023-2024",306,"Science And Technology Academy",,"Total","614","0.936726983863072","0.156351791530945"
"2023-2024",250,"South Brook 6-8","Economically Disadvantaged","Econ. Disadv.","247","0.872063902143253","0.510121457489879"
"2023-2024",250,"South Brook 6-8","Economically Disadvantaged","Not Econ. Disadv.","44","0.915879703617609","0.363636363636364"
"2023-2024",250,"South Brook 6-8","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","Gender","Female","161","0.886269525644705","0.459627329192547"
"2023-2024",250,"South Brook 6-8","Gender","Male","130","0.869865361077111","0.523076923076923"
"2023-2024",250,"South Brook 6-8","Grade","Grade 06","90","0.895099486746818","0.433333333333333"
"2023-2024",250,"South Brook 6-8","Grade","Grade 07","95","0.884346536750688","0.494736842105263"
"2023-2024",250,"South Brook 6-8","Grade","Grade 08","106","0.85989044430919","0.528301886792453"
"2023-2024",250,"South Brook 6-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",250,"South Brook 6-8","IEP Status","Gifted","16","0.884436946436103","0.375"
"2023-2024",250,"South Brook 6-8","IEP Status","IEP","80","0.868320765426093","0.5375"
"2023-2024",250,"South Brook 6-8","IEP Status","Not IEP or Gifted","195","0.882638150903294","0.476923076923077"
"2023-2024",250,"South Brook 6-8","Race","African American","103","0.888406369259113","0.524271844660194"
"2023-2024",250,"South Brook 6-8","Race","Asian (not Pacific Islander)","12","0.947058823529412","0.166666666666667"
"2023-2024",250,"South Brook 6-8","Race","Hispanic","15","0.856940509915014","0.466666666666667"
"2023-2024",250,"South Brook 6-8","Race","Multi-Racial","43","0.850171105490254","0.627906976744186"
"2023-2024",250,"South Brook 6-8","Race","White","118","0.87630076311436","0.440677966101695"
"2023-2024",250,"South Brook 6-8",,"Total","291","0.878793288111389","0.487972508591065"
"2023-2024",205,"South Hills 6-8","Economically Disadvantaged","Econ. Disadv.","350","0.891209582654183","0.462857142857143"
"2023-2024",205,"South Hills 6-8","Economically Disadvantaged","Not Econ. Disadv.","74","0.924242424242424","0.283783783783784"
"2023-2024",205,"South Hills 6-8","ELL Status","ELL","173","0.924318263724823","0.30635838150289"
"2023-2024",205,"South Hills 6-8","ELL Status","Not in ELL","251","0.877703982289083","0.51792828685259"
"2023-2024",205,"South Hills 6-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Gender","Female","198","0.898689956331878","0.424242424242424"
"2023-2024",205,"South Hills 6-8","Gender","Male","226","0.894352669996158","0.438053097345133"
"2023-2024",205,"South Hills 6-8","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Grade","Grade 07","146","0.890417964572969","0.486301369863014"
"2023-2024",205,"South Hills 6-8","Grade","Grade 08","151","0.902578031078855","0.370860927152318"
"2023-2024",205,"South Hills 6-8","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Homelessness Status","Experiencing Homelessness","22","0.892798957315086","0.636363636363636"
"2023-2024",205,"South Hills 6-8","Homelessness Status","Not Experiencing Homelessness","402","0.896523276370065","0.420398009950249"
"2023-2024",205,"South Hills 6-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","IEP Status","Not IEP or Gifted","307","0.905686578036787","0.39413680781759"
"2023-2024",205,"South Hills 6-8","Race","African American","146","0.882013013605133","0.506849315068493"
"2023-2024",205,"South Hills 6-8","Race","American Indian","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Race","Asian (not Pacific Islander)","65","0.924301120301539","0.276923076923077"
"2023-2024",205,"South Hills 6-8","Race","Hispanic","84","0.913358905937292","0.392857142857143"
"2023-2024",205,"South Hills 6-8","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",205,"South Hills 6-8","Race","White","91","0.904607495663977","0.373626373626374"
"2023-2024",205,"South Hills 6-8",,"Total","424","0.896340292008197","0.431603773584906"
"2023-2024",178,"Spring Hill K-5","Economically Disadvantaged","Econ. Disadv.","119","0.895376016260163","0.394957983193277"
"2023-2024",178,"Spring Hill K-5","Economically Disadvantaged","Not Econ. Disadv.","12","0.960339943342776","0.0833333333333333"
"2023-2024",178,"Spring Hill K-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Gender","Female","71","0.907878488515683","0.309859154929577"
"2023-2024",178,"Spring Hill K-5","Gender","Male","60","0.893897005491659","0.433333333333333"
"2023-2024",178,"Spring Hill K-5","Grade","Grade 01","28","0.929852084267145","0.178571428571429"
"2023-2024",178,"Spring Hill K-5","Grade","Grade 02","24","0.876531112199902","0.5"
"2023-2024",178,"Spring Hill K-5","Grade","Grade 03","14","0.913807531380753","0.357142857142857"
"2023-2024",178,"Spring Hill K-5","Grade","Grade 04","21","0.91654998599832","0.285714285714286"
"2023-2024",178,"Spring Hill K-5","Grade","Grade 05","14","0.940951571792693","0.142857142857143"
"2023-2024",178,"Spring Hill K-5","Grade","Grade K","30","0.861712897347641","0.6"
"2023-2024",178,"Spring Hill K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Homelessness Status","Experiencing Homelessness","11","0.852469135802469","0.545454545454545"
"2023-2024",178,"Spring Hill K-5","Homelessness Status","Not Experiencing Homelessness","120","0.905639805729012","0.35"
"2023-2024",178,"Spring Hill K-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","IEP Status","Not IEP or Gifted","99","0.903514142279907","0.323232323232323"
"2023-2024",178,"Spring Hill K-5","Race","African American","55","0.900708409506399","0.4"
"2023-2024",178,"Spring Hill K-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",178,"Spring Hill K-5","Race","Multi-Racial","23","0.896135265700483","0.478260869565217"
"2023-2024",178,"Spring Hill K-5","Race","White","46","0.901091924834942","0.282608695652174"
"2023-2024",178,"Spring Hill K-5",,"Total","131","0.901688228277824","0.366412213740458"
"2023-2024",279,"Sterrett 6-8","Economically Disadvantaged","Econ. Disadv.","170","0.902417993029857","0.270588235294118"
"2023-2024",279,"Sterrett 6-8","Economically Disadvantaged","Not Econ. Disadv.","29","0.956135151155898","0.0344827586206897"
"2023-2024",279,"Sterrett 6-8","ELL Status","Not in ELL","199","0.910682799294704","0.236180904522613"
"2023-2024",279,"Sterrett 6-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Gender","Female","109","0.906871000336814","0.238532110091743"
"2023-2024",279,"Sterrett 6-8","Gender","Male","90","0.915185676392573","0.233333333333333"
"2023-2024",279,"Sterrett 6-8","Grade","Grade 06","71","0.923452247640378","0.211267605633803"
"2023-2024",279,"Sterrett 6-8","Grade","Grade 07","68","0.912550311013538","0.279411764705882"
"2023-2024",279,"Sterrett 6-8","Grade","Grade 08","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Homelessness Status","Experiencing Homelessness","15","0.885964912280702","0.4"
"2023-2024",279,"Sterrett 6-8","Homelessness Status","Not Experiencing Homelessness","184","0.912722964523136","0.222826086956522"
"2023-2024",279,"Sterrett 6-8","IEP Status","Gifted","15","0.948888888888889","0.0666666666666667"
"2023-2024",279,"Sterrett 6-8","IEP Status","IEP","49","0.884119041348433","0.26530612244898"
"2023-2024",279,"Sterrett 6-8","IEP Status","Not IEP or Gifted","135","0.915044247787611","0.244444444444444"
"2023-2024",279,"Sterrett 6-8","Race","African American","160","0.906482106684673","0.25"
"2023-2024",279,"Sterrett 6-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Race","Multi-Racial","12","0.878385032003939","0.333333333333333"
"2023-2024",279,"Sterrett 6-8","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",279,"Sterrett 6-8","Race","White","22","0.948109301683688","0.136363636363636"
"2023-2024",279,"Sterrett 6-8",,"Total","199","0.910682799294704","0.236180904522613"
"2023-2024",332,"Student Achievement Center","Economically Disadvantaged","Econ. Disadv.","210","0.616224581918232","0.847619047619048"
"2023-2024",332,"Student Achievement Center","Economically Disadvantaged","Not Econ. Disadv.","11","0.704809286898839","0.727272727272727"
"2023-2024",332,"Student Achievement Center","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Gender","Female","98","0.587364264560711","0.897959183673469"
"2023-2024",332,"Student Achievement Center","Gender","Male","123","0.644067796610169","0.796747967479675"
"2023-2024",332,"Student Achievement Center","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Grade","Grade 07","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Grade","Grade 08","19","0.63966275659824","0.894736842105263"
"2023-2024",332,"Student Achievement Center","Grade","Grade 09","19","0.741547708489857","0.842105263157895"
"2023-2024",332,"Student Achievement Center","Grade","Grade 10","24","0.584451642757982","0.916666666666667"
"2023-2024",332,"Student Achievement Center","Grade","Grade 11","33","0.603767349636484","0.909090909090909"
"2023-2024",332,"Student Achievement Center","Grade","Grade 12","114","0.607266151569949","0.780701754385965"
"2023-2024",332,"Student Achievement Center","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Homelessness Status","Experiencing Homelessness","17","0.621878715814506","0.764705882352941"
"2023-2024",332,"Student Achievement Center","Homelessness Status","Not Experiencing Homelessness","204","0.620495940311608","0.848039215686274"
"2023-2024",332,"Student Achievement Center","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","IEP Status","Not IEP or Gifted","177","0.620767378720352","0.84180790960452"
"2023-2024",332,"Student Achievement Center","Race","African American","186","0.622064908519866","0.82258064516129"
"2023-2024",332,"Student Achievement Center","Race","American Indian","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Race","Multi-Racial","15","0.647590361445783","0.866666666666667"
"2023-2024",332,"Student Achievement Center","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",332,"Student Achievement Center","Race","White","13","0.543402777777778","1"
"2023-2024",332,"Student Achievement Center",,"Total","221","0.620591000122614","0.841628959276018"
"2023-2024",181,"Sunnyside PreK-8","Economically Disadvantaged","Econ. Disadv.","193","0.903169764316386","0.352331606217617"
"2023-2024",181,"Sunnyside PreK-8","Economically Disadvantaged","Not Econ. Disadv.","76","0.943144407865468","0.171052631578947"
"2023-2024",181,"Sunnyside PreK-8","ELL Status","ELL","19","0.886524822695035","0.315789473684211"
"2023-2024",181,"Sunnyside PreK-8","ELL Status","Not in ELL","250","0.915292165342452","0.3"
"2023-2024",181,"Sunnyside PreK-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Gender","Female","137","0.91221409823772","0.313868613138686"
"2023-2024",181,"Sunnyside PreK-8","Gender","Male","132","0.915727584517393","0.287878787878788"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 01","32","0.946928460342146","0.15625"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 02","38","0.892679002413516","0.315789473684211"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 03","23","0.91115893021826","0.347826086956522"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 04","32","0.919204474829086","0.25"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 05","28","0.908065915004337","0.321428571428571"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 06","29","0.931316254416961","0.206896551724138"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 07","29","0.907018328118015","0.413793103448276"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade 08","20","0.920268972142171","0.3"
"2023-2024",181,"Sunnyside PreK-8","Grade","Grade K","38","0.896947935368043","0.394736842105263"
"2023-2024",181,"Sunnyside PreK-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","IEP Status","Not IEP or Gifted","195","0.929515418502203","0.235897435897436"
"2023-2024",181,"Sunnyside PreK-8","Race","African American","124","0.902854857257137","0.362903225806452"
"2023-2024",181,"Sunnyside PreK-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",181,"Sunnyside PreK-8","Race","Multi-Racial","23","0.907761529808774","0.260869565217391"
"2023-2024",181,"Sunnyside PreK-8","Race","White","97","0.926327623834402","0.22680412371134"
"2023-2024",181,"Sunnyside PreK-8",,"Total","269","0.913931873712451","0.301115241635688"
"2023-2024",184,"Weil PreK-5","Economically Disadvantaged","Econ. Disadv.","174","0.909461130099629","0.344827586206897"
"2023-2024",184,"Weil PreK-5","Economically Disadvantaged","Not Econ. Disadv.","11","0.939143501126972","0.181818181818182"
"2023-2024",184,"Weil PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Gender","Female","77","0.902627774470618","0.415584415584416"
"2023-2024",184,"Weil PreK-5","Gender","Male","108","0.916481199484596","0.277777777777778"
"2023-2024",184,"Weil PreK-5","Grade","Grade 01","41","0.883979607600803","0.463414634146341"
"2023-2024",184,"Weil PreK-5","Grade","Grade 02","31","0.903692507017923","0.290322580645161"
"2023-2024",184,"Weil PreK-5","Grade","Grade 03","31","0.924419719930942","0.225806451612903"
"2023-2024",184,"Weil PreK-5","Grade","Grade 04","24","0.927477840451249","0.291666666666667"
"2023-2024",184,"Weil PreK-5","Grade","Grade 05","28","0.919150858175248","0.321428571428571"
"2023-2024",184,"Weil PreK-5","Grade","Grade K","30","0.919358533791523","0.366666666666667"
"2023-2024",184,"Weil PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
